StopCount,StopCountDrugs,LSOA21CD,Borough,PopulationLSOA,EthnicMinority,IncomeDomainScore,CrimeSum,DrugCrimeSum,MeanHousePrice,PoliceDept,StopCount_z,EthnicMinority_z,MeanHousePrice_z,CrimeSum_z,DrugCrimeSum_z,IncomeDomainScore_z,gini
8.0,2.0,E01002806,Islington,1648,28.82,0.177,187.0,4.0,804169.0,London,-0.312,-0.875,0.251,-0.026,-0.19,0.567,0.2530289251371584
21.0,9.0,E01002807,Islington,1703,44.27,0.233,217.0,4.0,504476.0,London,-0.144,-0.049,-0.355,0.077,-0.19,1.332,0.2344102268975355
35.0,20.0,E01002808,Islington,1914,32.97,0.176,311.0,8.0,572020.0,London,0.036,-0.653,-0.218,0.401,0.055,0.554,0.3009770758087577
15.0,8.0,E01002809,Islington,1698,42.93,0.216,150.0,4.0,646669.0,London,-0.222,-0.121,-0.067,-0.154,-0.19,1.1,0.290893243574517
34.0,24.0,E01002810,Islington,1744,41.34,0.221,229.0,4.0,641912.0,London,0.023,-0.206,-0.077,0.118,-0.19,1.168,0.2652265312824348
28.0,17.0,E01002811,Islington,1740,44.2,0.261,155.0,7.0,667525.0,London,-0.054,-0.053,-0.025,-0.137,-0.006,1.714,0.3071337396242323
63.0,19.0,E01033486,Islington,1034,45.94,0.253,113.0,1.0,878083.0,London,0.397,0.04,0.401,-0.281,-0.373,1.605,0.2896997770431306
0.0,0.0,E01033487,Islington,1203,39.24,0.057,62.0,0.0,680011.4373197248,London,-0.415,-0.318,-0.0,-0.457,-0.435,-1.071,0.25018094713817707
17.0,5.0,E01033488,Islington,1642,52.92,0.23,158.0,7.0,687456.0,London,-0.196,0.413,0.015,-0.126,-0.006,1.291,0.3925813435005977
4.0,4.0,E01033489,Islington,1459,35.09,0.04,213.0,3.0,1209506.0,London,-0.364,-0.54,1.071,0.063,-0.251,-1.303,0.4145061628670148
82.0,44.0,E01033490,Islington,1399,43.67,0.091,352.0,7.0,589950.0,London,0.642,-0.081,-0.182,0.542,-0.006,-0.607,0.6311499800583293
252.0,152.0,E01033491,Islington,1931,33.4,0.161,626.0,29.0,642014.0,London,2.833,-0.63,-0.077,1.486,1.342,0.349,0.1478875656381919
0.0,0.0,E01033493,Islington,1313,20.18,0.026,10.0,0.0,891986.0,London,-0.415,-1.337,0.429,-0.636,-0.435,-1.495,0.2292038741585382
25.0,16.0,E01033494,Islington,1529,23.94,0.106,110.0,1.0,1050851.0,London,-0.093,-1.136,0.75,-0.291,-0.373,-0.402,0.3114575338591605
13.0,10.0,E01035651,Islington,1573,43.8,0.13545803820562352,14.0,0.0,680011.4373197248,London,-0.248,-0.074,-0.0,-0.622,-0.435,0.0,0.3501577740764116
71.0,29.0,E01035652,Islington,1282,33.23,0.13545803820562352,27.0,0.0,680011.4373197248,London,0.5,-0.639,-0.0,-0.577,-0.435,0.0,0.2788758262149483
0.0,0.0,E01035653,Islington,1423,31.97,0.13545803820562352,4.0,0.0,680011.4373197248,London,-0.415,-0.707,-0.0,-0.657,-0.435,0.0,0.1939486552567237
10.0,2.0,E01035654,Islington,1164,41.41,0.13545803820562352,4.0,1.0,680011.4373197248,London,-0.286,-0.202,-0.0,-0.657,-0.373,0.0,0.2524055322308739
81.0,33.0,E01035655,Islington,1727,36.88,0.13545803820562352,12.0,1.0,680011.4373197248,London,0.629,-0.444,-0.0,-0.629,-0.373,0.0,0.3999619013631726
0.0,0.0,E01035656,Islington,1487,40.28,0.13545803820562352,3.0,0.0,680011.4373197248,London,-0.415,-0.262,-0.0,-0.66,-0.435,0.0,0.5395747853879934
9.0,5.0,E01002812,Kensington and Chelsea,1501,38.31,0.023,142.0,3.0,1988210.0,London,-0.299,-0.368,2.646,-0.181,-0.251,-1.536,0.4793873937504923
28.0,16.0,E01002813,Kensington and Chelsea,1482,22.27,0.038,119.0,6.0,2560333.0,London,-0.054,-1.225,3.804,-0.26,-0.067,-1.331,0.4124305540359171
26.0,20.0,E01002814,Kensington and Chelsea,2229,57.25,0.158,266.0,8.0,1604720.0,London,-0.08,0.645,1.871,0.246,0.055,0.308,0.7753177557190617
7.0,5.0,E01002815,Kensington and Chelsea,1157,44.94,0.086,131.0,4.0,1127813.0,London,-0.325,-0.013,0.906,-0.219,-0.19,-0.675,0.3648674728478452
8.0,2.0,E01002816,Kensington and Chelsea,1059,33.52,0.022,232.0,1.0,2777753.0,London,-0.312,-0.624,4.244,0.129,-0.373,-1.549,0.3195746337808434
11.0,8.0,E01002817,Kensington and Chelsea,1347,29.62,0.033,199.0,2.0,3006925.0,London,-0.273,-0.832,4.707,0.015,-0.312,-1.399,0.3954695955219198
117.0,67.0,E01002818,Kensington and Chelsea,1385,33.79,0.015,1105.0,32.0,2386174.0,London,1.093,-0.609,3.451,3.136,1.526,-1.645,0.4118374057100966
80.0,32.0,E01002819,Kensington and Chelsea,1086,29.47,0.015,712.0,19.0,3496954.0,London,0.616,-0.84,5.698,1.782,0.729,-1.645,0.6086540523594852
49.0,36.0,E01002821,Kensington and Chelsea,1085,29.12,0.024,497.0,15.0,3361257.0,London,0.217,-0.859,5.424,1.041,0.484,-1.522,0.5017818696868694
2.0,0.0,E01002823,Kensington and Chelsea,1225,37.55,0.195,201.0,4.0,2912131.0,London,-0.389,-0.408,4.515,0.022,-0.19,0.813,0.5242703533026114
30.0,21.0,E01002824,Kensington and Chelsea,1229,28.15,0.023,139.0,2.0,3274128.0,London,-0.028,-0.911,5.248,-0.192,-0.312,-1.536,0.451025969080203
0.0,0.0,E01002976,Kingston upon Thames,1713,27.15,0.05,62.0,0.0,579202.0,London,-0.415,-0.964,-0.204,-0.457,-0.435,-1.167,0.112505794996954
84.0,29.0,E01003024,Lambeth,1842,61.07,0.222,275.0,16.0,355318.0,London,0.668,0.849,-0.657,0.277,0.545,1.182,0.5047865857007391
41.0,25.0,E01003075,Lambeth,1715,73.47,0.292,153.0,9.0,477929.0,London,0.113,1.512,-0.409,-0.143,0.117,2.138,0.1865149724192277
94.0,57.0,E01002877,Kensington and Chelsea,2185,60.37,0.313,282.0,19.0,749694.0,London,0.797,0.812,0.141,0.301,0.729,2.424,0.4049999742812314
11.0,5.0,E01002826,Kensington and Chelsea,1255,27.97,0.035,561.0,10.0,2699863.0,London,-0.273,-0.921,4.086,1.262,0.178,-1.372,0.5179084809132651
2.0,1.0,E01002977,Kingston upon Thames,1697,39.36,0.148,121.0,3.0,474116.0,London,-0.389,-0.312,-0.417,-0.254,-0.251,0.171,0.3050040831026026
39.0,15.0,E01002827,Kensington and Chelsea,1712,22.96,0.024,347.0,3.0,2808401.0,London,0.088,-1.188,4.306,0.525,-0.251,-1.522,0.4803717149991586
157.0,76.0,E01002878,Kensington and Chelsea,1445,36.06,0.199,504.0,16.0,827377.0,London,1.609,-0.488,0.298,1.066,0.545,0.868,0.2883922774796053
19.0,11.0,E01002978,Kingston upon Thames,1855,36.71,0.062,102.0,3.0,673446.0,London,-0.17,-0.453,-0.013,-0.319,-0.251,-1.003,0.3316410151173131
37.0,17.0,E01003025,Lambeth,2045,48.41,0.15,183.0,9.0,501009.0,London,0.062,0.172,-0.362,-0.04,0.117,0.199,0.3219860046982918
1.0,0.0,E01002828,Kensington and Chelsea,1190,29.75,0.074,163.0,1.0,3343575.0,London,-0.402,-0.825,5.388,-0.109,-0.373,-0.839,0.4874145603503957
29.0,18.0,E01003076,Lambeth,2697,58.95,0.132,577.0,11.0,625913.0,London,-0.041,0.736,-0.109,1.317,0.239,-0.047,0.2873594757251929
11.0,5.0,E01002879,Kensington and Chelsea,1942,62.98,0.322,178.0,10.0,1030337.0,London,-0.273,0.951,0.709,-0.057,0.178,2.547,0.4626934823513838
5.0,5.0,E01002979,Kingston upon Thames,1530,29.8,0.087,49.0,6.0,588415.0,London,-0.351,-0.823,-0.185,-0.502,-0.067,-0.662,0.3207040316341442
20.0,14.0,E01003026,Lambeth,1503,27.08,0.075,186.0,5.0,1059161.0,London,-0.157,-0.968,0.767,-0.03,-0.128,-0.826,0.3110822737052151
0.0,0.0,E01003027,Lambeth,1395,16.77,0.023,88.0,1.0,1467688.0,London,-0.415,-1.519,1.593,-0.367,-0.373,-1.536,0.324128527493974
5.0,0.0,E01003028,Lambeth,1481,27.21,0.12,141.0,2.0,1202216.0,London,-0.351,-0.961,1.056,-0.185,-0.312,-0.211,0.2775399536859091
46.0,30.0,E01003029,Lambeth,1829,27.56,0.116,146.0,4.0,739016.0,London,0.178,-0.943,0.119,-0.168,-0.19,-0.266,0.3172495469510896
26.0,19.0,E01003030,Lambeth,1723,20.02,0.061,293.0,6.0,1009955.0,London,-0.08,-1.346,0.667,0.339,-0.067,-1.017,0.3177972310441419
43.0,31.0,E01003031,Lambeth,1575,39.37,0.171,150.0,6.0,590907.0,London,0.139,-0.311,-0.18,-0.154,-0.067,0.485,0.3341269299084574
87.0,39.0,E01003032,Lambeth,1719,43.86,0.202,285.0,12.0,894908.0,London,0.706,-0.071,0.435,0.311,0.3,0.909,0.2999807604855354
3.0,0.0,E01003033,Lambeth,1619,22.73,0.078,96.0,2.0,1314910.0,London,-0.376,-1.201,1.284,-0.34,-0.312,-0.785,0.3633044559021638
19.0,4.0,E01003034,Lambeth,1640,38.78,0.135,196.0,9.0,736724.0,London,-0.17,-0.343,0.115,0.005,0.117,-0.006,0.2550188874384345
14.0,9.0,E01003035,Lambeth,1689,31.44,0.122,666.0,12.0,624408.0,London,-0.235,-0.735,-0.112,1.624,0.3,-0.184,0.3892859327272335
19.0,8.0,E01003036,Lambeth,1762,33.26,0.138,127.0,1.0,769736.0,London,-0.17,-0.638,0.182,-0.233,-0.373,0.035,0.3418417897935526
26.0,8.0,E01003037,Lambeth,1447,46.51,0.233,282.0,5.0,552355.0,London,-0.08,0.071,-0.258,0.301,-0.128,1.332,0.6261163225668804
6.0,3.0,E01003038,Lambeth,1700,19.47,0.06,136.0,2.0,1139658.0,London,-0.338,-1.375,0.93,-0.202,-0.312,-1.03,0.4292712735980499
82.0,27.0,E01003039,Lambeth,2046,18.62,0.041,359.0,2.0,1049057.0,London,0.642,-1.42,0.747,0.566,-0.312,-1.29,0.3820409397083295
1.0,1.0,E01003040,Lambeth,1242,27.94,0.092,87.0,1.0,796530.0,London,-0.402,-0.922,0.236,-0.371,-0.373,-0.593,0.2138823473365369
36.0,18.0,E01003041,Lambeth,1520,51.12,0.192,481.0,11.0,421659.0,London,0.049,0.317,-0.523,0.986,0.239,0.772,0.3809771882821199
11.0,6.0,E01003042,Lambeth,1107,34.78,0.155,80.0,1.0,1114285.0,London,-0.273,-0.557,0.878,-0.395,-0.373,0.267,0.4998888147653991
23.0,13.0,E01003043,Lambeth,1620,38.27,0.157,186.0,4.0,898772.0,London,-0.119,-0.37,0.443,-0.03,-0.19,0.294,0.273320903161491
0.0,0.0,E01003044,Lambeth,1409,68.28,0.271,86.0,1.0,316339.0,London,-0.415,1.234,-0.736,-0.374,-0.373,1.851,0.2579059721050319
31.0,14.0,E01003045,Lambeth,1995,78.45,0.282,228.0,10.0,386794.0,London,-0.016,1.778,-0.593,0.115,0.178,2.001,0.1579373650107991
40.0,21.0,E01003046,Lambeth,1683,67.68,0.24,93.0,5.0,517308.0,London,0.1,1.202,-0.329,-0.35,-0.128,1.427,0.1842109798199709
422.0,258.0,E01003047,Lambeth,1782,56.23,0.238,2111.0,109.0,559861.0,London,5.025,0.59,-0.243,6.6,6.243,1.4,0.171254802363525
40.0,16.0,E01003048,Lambeth,1921,77.3,0.276,303.0,11.0,373333.0,London,0.1,1.717,-0.62,0.373,0.239,1.919,0.18
7.0,3.0,E01003049,Lambeth,1771,62.06,0.267,123.0,4.0,543879.0,London,-0.325,0.902,-0.275,-0.247,-0.19,1.796,0.1597769516728624
80.0,71.0,E01003050,Lambeth,1586,40.35,0.122,451.0,25.0,608636.0,London,0.616,-0.259,-0.144,0.883,1.097,-0.184,0.2055776819971928
69.0,12.0,E01003051,Lambeth,2101,55.64,0.221,405.0,21.0,537394.0,London,0.474,0.559,-0.288,0.725,0.852,1.168,0.2858273919979164
20.0,7.0,E01003052,Lambeth,2226,78.53,0.278,345.0,11.0,680011.4373197248,London,-0.157,1.782,-0.0,0.518,0.239,1.946,0.0806941431670281
50.0,31.0,E01003053,Lambeth,1671,28.96,0.08,309.0,4.0,792456.0,London,0.229,-0.868,0.227,0.394,-0.19,-0.757,0.2033666730842746
26.0,16.0,E01003054,Lambeth,2192,26.46,0.066,208.0,6.0,633783.0,London,-0.08,-1.001,-0.094,0.046,-0.067,-0.948,0.2932370379120687
215.0,157.0,E01003055,Lambeth,1600,42.44,0.168,957.0,15.0,535897.0,London,2.356,-0.147,-0.292,2.626,0.484,0.444,0.138553987226854
11.0,2.0,E01003056,Lambeth,1705,37.07,0.17,180.0,9.0,651224.0,London,-0.273,-0.434,-0.058,-0.05,0.117,0.472,0.2294143646791854
54.0,30.0,E01003057,Lambeth,1705,50.67,0.236,155.0,8.0,653260.0,London,0.281,0.293,-0.054,-0.137,0.055,1.373,0.3598404641044235
4.0,0.0,E01003058,Lambeth,1979,30.98,0.135,353.0,9.0,605732.0,London,-0.364,-0.76,-0.15,0.545,0.117,-0.006,0.2060648093151543
75.0,37.0,E01003059,Lambeth,2210,50.72,0.231,237.0,8.0,504751.0,London,0.552,0.296,-0.355,0.146,0.055,1.305,0.1563121904617241
54.0,46.0,E01003060,Lambeth,1694,55.9,0.248,164.0,7.0,484745.0,London,0.281,0.573,-0.395,-0.106,-0.006,1.537,0.1351370389496028
163.0,83.0,E01003061,Lambeth,1326,46.91,0.136,761.0,12.0,470881.0,London,1.686,0.092,-0.423,1.951,0.3,0.007,0.4555346907111764
8.0,3.0,E01003062,Lambeth,1836,35.35,0.147,268.0,7.0,482168.0,London,-0.312,-0.526,-0.4,0.253,-0.006,0.158,0.23362614777496
13.0,7.0,E01003063,Lambeth,1362,51.76,0.246,147.0,12.0,484491.0,London,-0.248,0.351,-0.396,-0.164,0.3,1.509,0.3167137009726302
3.0,2.0,E01003064,Lambeth,1462,29.07,0.059,99.0,5.0,785947.0,London,-0.376,-0.862,0.214,-0.329,-0.128,-1.044,0.3183134484488989
31.0,17.0,E01003065,Lambeth,1673,59.12,0.279,165.0,2.0,500403.0,London,-0.016,0.745,-0.363,-0.102,-0.312,1.96,0.2035804529931545
7.0,5.0,E01003066,Lambeth,1884,51.38,0.228,196.0,8.0,467676.0,London,-0.325,0.331,-0.43,0.005,0.055,1.264,0.2538937573332625
12.0,8.0,E01003067,Lambeth,1556,36.63,0.136,105.0,6.0,645729.0,London,-0.26,-0.458,-0.069,-0.309,-0.067,0.007,0.2448029596162975
5.0,3.0,E01003068,Lambeth,1580,47.47,0.179,122.0,5.0,508114.0,London,-0.351,0.122,-0.348,-0.25,-0.128,0.595,0.206666680958796
27.0,23.0,E01003069,Lambeth,1366,41.36,0.188,153.0,4.0,565014.0,London,-0.067,-0.205,-0.233,-0.143,-0.19,0.717,0.1570308397801659
13.0,9.0,E01003070,Lambeth,1548,55.56,0.309,207.0,9.0,499670.0,London,-0.248,0.554,-0.365,0.043,0.117,2.37,0.2920189882806705
10.0,6.0,E01003071,Lambeth,2326,33.19,0.087,182.0,8.0,768125.0,London,-0.286,-0.642,0.178,-0.044,0.055,-0.662,0.3188544753507348
21.0,14.0,E01003072,Lambeth,1738,25.03,0.099,89.0,2.0,1324786.0,London,-0.144,-1.078,1.304,-0.364,-0.312,-0.498,0.3569731384868874
21.0,7.0,E01003073,Lambeth,1601,48.84,0.217,140.0,5.0,647092.0,London,-0.144,0.195,-0.067,-0.188,-0.128,1.113,0.2774503971750514
3.0,1.0,E01002880,Kensington and Chelsea,1144,67.4,0.304,153.0,9.0,680011.4373197248,London,-0.376,1.187,-0.0,-0.143,0.117,2.301,0.1884288747346072
4.0,1.0,E01002881,Kensington and Chelsea,1360,50.66,0.281,193.0,1.0,1155500.0,London,-0.364,0.292,0.962,-0.006,-0.373,1.987,0.0550786191939273
11.0,7.0,E01002882,Kensington and Chelsea,1047,28.56,0.108,104.0,4.0,3594351.0,London,-0.273,-0.889,5.895,-0.312,-0.19,-0.375,0.6130351984820578
37.0,11.0,E01002883,Kensington and Chelsea,1475,26.51,0.033,353.0,24.0,2057514.0,London,0.062,-0.999,2.787,0.545,1.036,-1.399,0.4050937374429607
84.0,19.0,E01002884,Kensington and Chelsea,1382,35.24,0.09,350.0,9.0,1061326.0,London,0.668,-0.532,0.771,0.535,0.117,-0.621,0.3306061368912757
6.0,1.0,E01002885,Kensington and Chelsea,1315,26.84,0.084,239.0,6.0,1615766.0,London,-0.338,-0.981,1.893,0.153,-0.067,-0.703,0.6808367237575377
44.0,12.0,E01002886,Kensington and Chelsea,1319,29.57,0.049,243.0,13.0,3583614.0,London,0.152,-0.835,5.874,0.167,0.362,-1.181,0.5298293739952586
51.0,28.0,E01002887,Kensington and Chelsea,1041,34.97,0.022,192.0,8.0,1721696.0,London,0.242,-0.546,2.107,-0.009,0.055,-1.549,0.2664714024566144
12.0,11.0,E01002888,Kensington and Chelsea,1562,43.85,0.032,137.0,4.0,1590290.0,London,-0.26,-0.072,1.841,-0.199,-0.19,-1.413,0.3897358590805704
26.0,6.0,E01002889,Kensington and Chelsea,1555,27.33,0.038,524.0,5.0,2219394.0,London,-0.08,-0.955,3.114,1.134,-0.128,-1.331,0.4464060002819806
3.0,2.0,E01002890,Kensington and Chelsea,1399,25.52,0.012,178.0,4.0,6190017.0,London,-0.376,-1.052,11.146,-0.057,-0.19,-1.686,0.3869785409261033
5.0,3.0,E01002891,Kensington and Chelsea,1182,33.84,0.023,162.0,1.0,3554804.0,London,-0.351,-0.607,5.815,-0.112,-0.373,-1.536,0.5650587596169138
4.0,2.0,E01002892,Kensington and Chelsea,1292,35.29,0.024,121.0,1.0,1868957.0,London,-0.364,-0.529,2.405,-0.254,-0.373,-1.522,0.4270590453765923
31.0,23.0,E01002893,Kensington and Chelsea,1576,31.47,0.126,219.0,7.0,1257345.0,London,-0.016,-0.733,1.168,0.084,-0.006,-0.129,0.3175507406025502
13.0,11.0,E01002894,Kensington and Chelsea,1320,33.03,0.095,262.0,8.0,1363360.0,London,-0.248,-0.65,1.382,0.232,0.055,-0.552,0.3064666113959279
20.0,11.0,E01002896,Kensington and Chelsea,1587,22.5,0.037,87.0,2.0,1949354.0,London,-0.157,-1.213,2.568,-0.371,-0.312,-1.344,0.687102888550881
20.0,14.0,E01002897,Kensington and Chelsea,1494,19.08,0.093,177.0,11.0,1097392.0,London,-0.157,-1.396,0.844,-0.061,0.239,-0.58,0.3191940133037694
12.0,8.0,E01002898,Kensington and Chelsea,1668,16.37,0.034,142.0,2.0,2393914.0,London,-0.26,-1.541,3.467,-0.181,-0.312,-1.385,0.3975352543927494
6.0,1.0,E01002899,Kensington and Chelsea,1251,31.57,0.135,121.0,2.0,1216747.0,London,-0.338,-0.728,1.086,-0.254,-0.312,-0.006,0.498664980665943
25.0,16.0,E01002900,Kensington and Chelsea,1689,18.71,0.01,173.0,6.0,2751670.0,London,-0.093,-1.416,4.191,-0.075,-0.067,-1.713,0.4012486796878686
20.0,6.0,E01002901,Kensington and Chelsea,1041,11.43,0.072,139.0,4.0,2238411.0,London,-0.157,-1.805,3.152,-0.192,-0.19,-0.866,0.4183325739210075
23.0,10.0,E01002902,Kensington and Chelsea,1224,27.21,0.049,669.0,5.0,2265420.0,London,-0.119,-0.961,3.207,1.634,-0.128,-1.181,0.4064153316329312
11.0,8.0,E01003077,Lambeth,1862,43.5,0.121,165.0,4.0,589507.0,London,-0.273,-0.09,-0.183,-0.102,-0.19,-0.197,0.2339375744624537
9.0,2.0,E01002903,Kensington and Chelsea,1276,14.97,0.01,369.0,4.0,4864507.0,London,-0.299,-1.616,8.465,0.601,-0.19,-1.713,0.2480129967508123
2.0,2.0,E01002904,Kensington and Chelsea,1298,58.94,0.333,92.0,2.0,680011.4373197248,London,-0.389,0.735,-0.0,-0.353,-0.312,2.697,0.0585996955859969
20.0,8.0,E01002905,Kensington and Chelsea,1670,42.51,0.294,357.0,10.0,932500.0,London,-0.157,-0.143,0.511,0.559,0.178,2.165,0.2855916194401511
68.0,39.0,E01002906,Kensington and Chelsea,1751,41.12,0.21,267.0,16.0,734250.0,London,0.461,-0.218,0.11,0.249,0.545,1.018,0.1820212171970966
9.0,3.0,E01002907,Kensington and Chelsea,1285,49.26,0.411,51.0,1.0,680011.4373197248,London,-0.299,0.218,-0.0,-0.495,-0.373,3.762,0.25018094713817707
31.0,20.0,E01002908,Kensington and Chelsea,1393,33.17,0.157,265.0,9.0,1647039.0,London,-0.016,-0.643,1.956,0.242,0.117,0.294,0.3710229174789591
64.0,27.0,E01002909,Kensington and Chelsea,2133,33.05,0.193,294.0,11.0,1150216.0,London,0.41,-0.649,0.951,0.342,0.239,0.786,0.4519299241115131
15.0,9.0,E01002910,Kensington and Chelsea,1368,24.85,0.101,140.0,3.0,5452178.0,London,-0.222,-1.087,9.654,-0.188,-0.251,-0.471,0.6680885522636711
23.0,13.0,E01002911,Kensington and Chelsea,1284,15.5,0.025,367.0,7.0,3910663.0,London,-0.119,-1.587,6.535,0.594,-0.006,-1.508,0.5034806344728274
45.0,17.0,E01002912,Kensington and Chelsea,1482,28.07,0.059,363.0,12.0,2030416.0,London,0.165,-0.915,2.732,0.58,0.3,-1.044,0.4438955626537619
53.0,22.0,E01002913,Kensington and Chelsea,1760,34.72,0.107,161.0,9.0,2050494.0,London,0.268,-0.56,2.772,-0.116,0.117,-0.389,0.5314393526766995
74.0,28.0,E01002914,Kensington and Chelsea,1193,19.7,0.03,387.0,2.0,3037997.0,London,0.539,-1.363,4.77,0.663,-0.312,-1.44,0.4726587401521091
16.0,4.0,E01035713,Kensington and Chelsea,1997,25.69,0.13545803820562352,7.0,0.0,680011.4373197248,London,-0.209,-1.042,-0.0,-0.646,-0.435,0.0,0.5723641382534841
5.0,2.0,E01035714,Kensington and Chelsea,2061,22.51,0.13545803820562352,8.0,0.0,680011.4373197248,London,-0.351,-1.213,-0.0,-0.643,-0.435,0.0,0.4151614297574323
1.0,0.0,E01002915,Kingston upon Thames,1393,43.5,0.048,71.0,1.0,572478.0,London,-0.402,-0.09,-0.218,-0.426,-0.373,-1.194,0.1782968687107258
3.0,3.0,E01002916,Kingston upon Thames,1478,32.61,0.046,63.0,4.0,789784.0,London,-0.376,-0.673,0.222,-0.453,-0.19,-1.222,0.1467958075248878
7.0,5.0,E01002917,Kingston upon Thames,1432,26.96,0.035,58.0,2.0,733262.0,London,-0.325,-0.975,0.108,-0.471,-0.312,-1.372,0.0989190665103355
0.0,0.0,E01002918,Kingston upon Thames,1789,39.91,0.068,80.0,1.0,442088.0,London,-0.415,-0.282,-0.481,-0.395,-0.373,-0.921,0.0618944907151466
32.0,25.0,E01002919,Kingston upon Thames,1995,52.58,0.119,248.0,12.0,364914.0,London,-0.003,0.395,-0.637,0.184,0.3,-0.225,0.2632628964618704
15.0,11.0,E01002920,Kingston upon Thames,1593,22.28,0.039,56.0,9.0,775170.0,London,-0.222,-1.225,0.192,-0.477,0.117,-1.317,0.1358164960819593
16.0,10.0,E01002921,Kingston upon Thames,1725,24.99,0.096,88.0,4.0,457409.0,London,-0.209,-1.08,-0.45,-0.367,-0.19,-0.539,0.2917347638707966
13.0,12.0,E01002922,Kingston upon Thames,1634,17.44,0.063,64.0,1.0,673827.0,London,-0.248,-1.484,-0.013,-0.45,-0.373,-0.989,0.3671101360922228
38.0,28.0,E01002923,Kingston upon Thames,1672,27.81,0.221,218.0,4.0,467802.0,London,0.075,-0.929,-0.429,0.08,-0.19,1.168,0.1319626068329384
0.0,0.0,E01002924,Kingston upon Thames,1544,16.58,0.025,28.0,1.0,909417.0,London,-0.415,-1.53,0.464,-0.574,-0.373,-1.508,0.192430346503256
6.0,3.0,E01002980,Kingston upon Thames,1409,46.34,0.042,40.0,1.0,738977.0,London,-0.338,0.061,0.119,-0.533,-0.373,-1.276,0.0522700814901047
8.0,4.0,E01002829,Kensington and Chelsea,1389,38.52,0.213,314.0,7.0,1573076.0,London,-0.312,-0.357,1.807,0.411,-0.006,1.059,0.4131841636362431
8.0,4.0,E01002981,Kingston upon Thames,1603,53.46,0.078,73.0,2.0,739136.0,London,-0.312,0.442,0.12,-0.419,-0.312,-0.785,0.2014328051400985
78.0,53.0,E01002830,Kensington and Chelsea,1727,51.42,0.215,358.0,14.0,1152736.0,London,0.59,0.333,0.956,0.563,0.423,1.086,0.4035605149784591
13.0,11.0,E01002982,Kingston upon Thames,1486,46.5,0.097,47.0,1.0,678252.0,London,-0.248,0.07,-0.004,-0.508,-0.373,-0.525,0.1859891932884633
216.0,63.0,E01002831,Kensington and Chelsea,1721,45.38,0.215,612.0,19.0,1545525.0,London,2.369,0.01,1.751,1.438,0.729,1.086,0.5671010152571663
8.0,6.0,E01002983,Kingston upon Thames,1669,42.0,0.055,96.0,10.0,759679.0,London,-0.312,-0.171,0.161,-0.34,0.178,-1.099,0.1377202697678312
26.0,12.0,E01002832,Kensington and Chelsea,1634,47.8,0.218,387.0,13.0,1245117.0,London,-0.08,0.14,1.143,0.663,0.362,1.127,0.3689167368437817
0.0,0.0,E01003078,Lambeth,1628,26.72,0.061,123.0,4.0,1001912.0,London,-0.415,-0.987,0.651,-0.247,-0.19,-1.017,0.2824884178118899
3.0,3.0,E01002984,Kingston upon Thames,1434,43.79,0.121,79.0,1.0,617492.0,London,-0.376,-0.075,-0.126,-0.398,-0.373,-0.197,0.316632972096194
25.0,12.0,E01002833,Kensington and Chelsea,1214,27.27,0.083,263.0,5.0,2138205.0,London,-0.093,-0.958,2.95,0.235,-0.128,-0.716,0.4839965418229159
43.0,31.0,E01003079,Lambeth,1680,50.36,0.167,287.0,10.0,474668.0,London,0.139,0.276,-0.415,0.318,0.178,0.431,0.2638287997734531
8.0,6.0,E01002985,Kingston upon Thames,1717,57.83,0.102,96.0,5.0,601022.0,London,-0.312,0.676,-0.16,-0.34,-0.128,-0.457,0.1379136526149496
3.0,0.0,E01002834,Kensington and Chelsea,1240,28.87,0.056,88.0,2.0,1869817.0,London,-0.376,-0.872,2.407,-0.367,-0.312,-1.085,0.4162748903382323
9.0,5.0,E01003080,Lambeth,1680,38.15,0.107,161.0,4.0,582062.0,London,-0.299,-0.376,-0.198,-0.116,-0.19,-0.389,0.1824426029032006
5.0,4.0,E01002986,Kingston upon Thames,1370,41.02,0.082,56.0,5.0,712110.0,London,-0.351,-0.223,0.065,-0.477,-0.128,-0.73,0.2558174471612101
27.0,14.0,E01002835,Kensington and Chelsea,1412,33.29,0.024,515.0,3.0,1967969.0,London,-0.067,-0.636,2.605,1.103,-0.251,-1.522,0.3944631692790047
199.0,184.0,E01002987,Kingston upon Thames,1891,24.11,0.122,487.0,40.0,432123.0,London,2.15,-1.127,-0.501,1.007,2.016,-0.184,0.3959316941320986
21.0,9.0,E01002836,Kensington and Chelsea,1312,23.4,0.043,120.0,4.0,1468004.0,London,-0.144,-1.165,1.594,-0.257,-0.19,-1.262,0.450234308405971
8.0,4.0,E01002988,Kingston upon Thames,1679,29.01,0.027,181.0,2.0,644648.0,London,-0.312,-0.865,-0.072,-0.047,-0.312,-1.481,0.3124788731607428
42.0,25.0,E01003081,Lambeth,1861,45.3,0.182,239.0,16.0,544894.0,London,0.126,0.006,-0.273,0.153,0.545,0.636,0.3238478055939428
1.0,0.0,E01002837,Kensington and Chelsea,1049,22.02,0.012,76.0,2.0,2469999.0,London,-0.402,-1.239,3.621,-0.409,-0.312,-1.686,0.3137162371304035
4.0,3.0,E01002989,Kingston upon Thames,1900,19.58,0.033,96.0,2.0,571686.0,London,-0.364,-1.369,-0.219,-0.34,-0.312,-1.399,0.2913562989122141
