StopCount,StopCountDrugs,LSOA21CD,Borough,PopulationLSOA,EthnicMinority,IncomeDomainScore,CrimeSum,DrugCrimeSum,MeanHousePrice,PoliceDept
81.0,73.0,E01032510,Liverpool,2152,6.97,0.227,210.0,19.0,136748.0,Merseyside
35.0,27.0,E01032511,Liverpool,1339,3.96,0.238,112.0,6.0,128742.0,Merseyside
15.0,9.0,E01006597,Liverpool,1678,10.25,0.045,36.0,6.0,370180.0,Merseyside
19.0,13.0,E01006492,Knowsley,1300,2.23,0.21,48.0,4.0,130069.0,Merseyside
56.0,28.0,E01006653,Liverpool,1812,4.91,0.264,278.0,5.0,144323.0,Merseyside
17.0,11.0,E01006826,St. Helens,1202,2.5,0.247,142.0,5.0,142402.0,Merseyside
21.0,1.0,E01006827,St. Helens,1537,6.77,0.063,73.0,5.0,252520.0,Merseyside
16.0,10.0,E01006828,St. Helens,2127,3.81,0.046,73.0,6.0,312564.0,Merseyside
45.0,27.0,E01006829,St. Helens,1706,3.4,0.043,142.0,9.0,245443.0,Merseyside
11.0,6.0,E01006830,St. Helens,1599,5.13,0.34,139.0,6.0,128783.0,Merseyside
12.0,9.0,E01006831,St. Helens,1359,2.58,0.184,195.0,4.0,121867.0,Merseyside
305.0,197.0,E01006832,St. Helens,1692,4.08,0.203,966.0,61.0,135980.0,Merseyside
15.0,13.0,E01006833,St. Helens,2067,2.23,0.106,144.0,4.0,127692.0,Merseyside
121.0,104.0,E01006834,St. Helens,1276,4.55,0.265,488.0,36.0,104598.0,Merseyside
25.0,8.0,E01006835,St. Helens,1324,2.64,0.142,164.0,3.0,188476.0,Merseyside
15.0,13.0,E01006836,St. Helens,1425,3.09,0.208,246.0,11.0,160723.0,Merseyside
2.0,1.0,E01006837,St. Helens,1557,2.5,0.156,137.0,3.0,152053.0,Merseyside
27.0,17.0,E01006838,St. Helens,1450,4.69,0.237,229.0,10.0,109786.0,Merseyside
4.0,2.0,E01006839,St. Helens,1269,2.99,0.125,189.0,5.0,149506.0,Merseyside
7.0,6.0,E01006840,St. Helens,1420,3.31,0.111,207.0,4.0,132059.0,Merseyside
2.0,2.0,E01006841,St. Helens,1567,1.47,0.061,53.0,2.0,213211.0,Merseyside
14.0,2.0,E01006842,St. Helens,1650,4.91,0.253,280.0,5.0,150230.0,Merseyside
3.0,1.0,E01006843,St. Helens,1228,1.95,0.165,116.0,,144735.0,Merseyside
70.0,32.0,E01006844,St. Helens,1616,6.06,0.332,380.0,15.0,99870.0,Merseyside
70.0,42.0,E01006845,St. Helens,1768,3.45,0.208,414.0,16.0,138724.0,Merseyside
18.0,10.0,E01006846,St. Helens,1440,2.01,0.105,90.0,2.0,168404.0,Merseyside
24.0,14.0,E01006847,St. Helens,1980,3.74,0.375,238.0,4.0,168001.0,Merseyside
7.0,1.0,E01006848,St. Helens,1279,1.33,0.129,96.0,6.0,147479.0,Merseyside
12.0,6.0,E01006849,St. Helens,1466,3.89,0.354,144.0,11.0,149599.0,Merseyside
42.0,26.0,E01006850,St. Helens,1591,2.2,0.27,292.0,8.0,138338.0,Merseyside
33.0,15.0,E01006851,St. Helens,1333,1.5,0.14,88.0,4.0,175949.0,Merseyside
10.0,6.0,E01006852,St. Helens,1249,0.56,0.055,85.0,5.0,165373.0,Merseyside
34.0,26.0,E01006853,St. Helens,1703,1.88,0.119,118.0,10.0,188726.0,Merseyside
35.0,20.0,E01006854,St. Helens,1423,2.95,0.139,121.0,10.0,127498.0,Merseyside
24.0,15.0,E01006855,St. Helens,1505,2.26,0.193,128.0,6.0,168868.0,Merseyside
5.0,5.0,E01006856,St. Helens,1526,3.74,0.071,128.0,3.0,202949.0,Merseyside
15.0,14.0,E01006857,St. Helens,1407,1.49,0.039,85.0,6.0,258081.0,Merseyside
19.0,13.0,E01006858,St. Helens,1527,3.67,0.242,162.0,10.0,175608.0,Merseyside
14.0,6.0,E01006859,St. Helens,1682,2.97,0.044,147.0,6.0,259010.0,Merseyside
63.0,48.0,E01006860,St. Helens,1536,3.19,0.178,168.0,19.0,151154.0,Merseyside
10.0,4.0,E01006861,St. Helens,1967,5.19,0.317,191.0,13.0,172532.0,Merseyside
27.0,23.0,E01006862,St. Helens,2239,4.56,0.231,215.0,7.0,201196.0,Merseyside
30.0,25.0,E01006863,St. Helens,1647,5.28,0.263,465.0,17.0,112733.0,Merseyside
38.0,30.0,E01006864,St. Helens,1914,4.39,0.106,151.0,8.0,173155.0,Merseyside
14.0,10.0,E01006866,St. Helens,1720,4.07,0.241,134.0,3.0,171165.0,Merseyside
6.0,4.0,E01006867,St. Helens,2104,6.13,0.087,113.0,5.0,221704.0,Merseyside
2.0,1.0,E01006868,St. Helens,1518,3.75,0.247,160.0,5.0,199795.0,Merseyside
14.0,13.0,E01006869,St. Helens,1569,3.57,0.265,174.0,7.0,202647.0,Merseyside
22.0,15.0,E01006870,St. Helens,1424,11.45,0.266,191.0,12.0,99925.0,Merseyside
80.0,62.0,E01006871,St. Helens,1716,4.2,0.335,383.0,15.0,117430.0,Merseyside
253.0,155.0,E01006872,St. Helens,1587,7.5,0.37,1245.0,81.0,67866.0,Merseyside
19.0,12.0,E01006654,Liverpool,1367,9.58,0.164,174.0,4.0,157234.0,Merseyside
54.0,42.0,E01006493,Knowsley,1844,5.26,0.559,173.0,16.0,142640.0,Merseyside
55.0,41.0,E01006598,Liverpool,1712,10.22,0.391,216.0,15.0,113867.0,Merseyside
8.0,8.0,E01006599,Liverpool,1877,10.5,0.304,195.0,3.0,133187.0,Merseyside
7.0,7.0,E01006600,Liverpool,1419,7.68,0.335,202.0,7.0,135499.0,Merseyside
73.0,42.0,E01006603,Liverpool,1468,5.45,0.318,427.0,22.0,128196.0,Merseyside
12.0,9.0,E01006604,Liverpool,1572,6.3,0.291,163.0,3.0,132531.0,Merseyside
9.0,5.0,E01006605,Liverpool,1616,8.85,0.3,111.0,5.0,143380.0,Merseyside
55.0,50.0,E01006606,Liverpool,1517,6.86,0.263,161.0,13.0,135599.0,Merseyside
10.0,10.0,E01006607,Liverpool,1545,4.98,0.334,143.0,7.0,128347.0,Merseyside
51.0,38.0,E01006608,Liverpool,1125,2.31,0.25,189.0,15.0,119124.0,Merseyside
52.0,43.0,E01006609,Liverpool,1203,7.65,0.304,179.0,17.0,136907.0,Merseyside
144.0,129.0,E01006610,Liverpool,1458,10.15,0.393,324.0,32.0,87943.0,Merseyside
36.0,30.0,E01006611,Liverpool,1328,13.1,0.51,298.0,14.0,73021.0,Merseyside
21.0,15.0,E01006612,Liverpool,1439,4.86,0.37,288.0,2.0,122840.0,Merseyside
46.0,38.0,E01006613,Liverpool,1260,4.37,0.28,171.0,15.0,133219.0,Merseyside
38.0,27.0,E01006614,Liverpool,1109,7.39,0.352,292.0,15.0,71159.0,Merseyside
173.0,139.0,E01006615,Liverpool,1395,7.03,0.377,364.0,55.0,89453.0,Merseyside
45.0,40.0,E01006616,Liverpool,1307,3.9,0.25,169.0,12.0,131782.0,Merseyside
32.0,17.0,E01006617,Liverpool,1485,6.2,0.118,316.0,5.0,211121.0,Merseyside
28.0,24.0,E01006618,Liverpool,1608,5.22,0.27,179.0,11.0,155799.0,Merseyside
22.0,11.0,E01006619,Liverpool,1759,3.18,0.118,149.0,7.0,188715.0,Merseyside
14.0,7.0,E01006620,Liverpool,1393,5.03,0.156,86.0,3.0,217720.0,Merseyside
36.0,32.0,E01006621,Liverpool,1610,7.95,0.077,158.0,6.0,383503.0,Merseyside
13.0,12.0,E01006622,Liverpool,1532,3.85,0.041,120.0,5.0,274470.0,Merseyside
33.0,24.0,E01006623,Liverpool,1312,11.81,0.073,45.0,4.0,285748.0,Merseyside
43.0,33.0,E01006624,Liverpool,1547,10.86,0.219,149.0,11.0,150358.0,Merseyside
16.0,13.0,E01006625,Liverpool,1369,3.43,0.128,117.0,4.0,192044.0,Merseyside
28.0,14.0,E01006626,Liverpool,1418,3.6,0.129,89.0,2.0,221749.0,Merseyside
27.0,12.0,E01006627,Liverpool,1370,3.94,0.136,228.0,2.0,185096.0,Merseyside
10.0,7.0,E01006628,Liverpool,1757,12.81,0.113,178.0,5.0,270582.0,Merseyside
1.0,1.0,E01006629,Liverpool,1316,10.49,0.186,108.0,4.0,245003.0,Merseyside
53.0,44.0,E01006630,Liverpool,2186,27.04,0.4,205.0,22.0,152455.0,Merseyside
34.0,25.0,E01006632,Liverpool,1786,17.08,0.331,305.0,18.0,121456.0,Merseyside
74.0,61.0,E01006633,Liverpool,1378,11.9,0.419,230.0,14.0,111450.0,Merseyside
46.0,40.0,E01006637,Liverpool,1518,17.0,0.353,349.0,27.0,117144.0,Merseyside
48.0,35.0,E01006638,Liverpool,1301,11.22,0.431,132.0,10.0,115596.0,Merseyside
61.0,49.0,E01006639,Liverpool,1618,7.29,0.213,82.0,6.0,173798.0,Merseyside
18.0,16.0,E01006640,Liverpool,1906,7.61,0.119,92.0,3.0,248290.0,Merseyside
8.0,4.0,E01006641,Liverpool,1646,18.96,0.123,72.0,1.0,134568.0,Merseyside
38.0,29.0,E01006642,Liverpool,1394,6.81,0.391,141.0,3.0,124083.0,Merseyside
54.0,29.0,E01006643,Liverpool,1802,13.37,0.366,294.0,10.0,115658.0,Merseyside
83.0,72.0,E01006644,Liverpool,1947,8.32,0.301,258.0,18.0,122714.0,Merseyside
29.0,26.0,E01006645,Liverpool,1511,9.2,0.415,184.0,14.0,104008.0,Merseyside
229.0,211.0,E01006646,Liverpool,2159,22.56,0.365,332.0,32.0,99294.0,Merseyside
153.0,130.0,E01006494,Knowsley,1800,3.39,0.536,270.0,24.0,116557.0,Merseyside
228.0,179.0,E01006495,Knowsley,2316,4.97,0.322,279.0,33.0,192513.0,Merseyside
7.0,4.0,E01006496,Knowsley,1403,4.13,0.194,133.0,2.0,149261.0,Merseyside
42.0,27.0,E01006497,Knowsley,1112,5.04,0.159,124.0,6.0,167093.0,Merseyside
23.0,19.0,E01006498,Knowsley,1572,9.48,0.057,95.0,,260262.0,Merseyside
88.0,55.0,E01006499,Knowsley,1928,12.24,0.095,424.0,14.0,181387.0,Merseyside
3.0,1.0,E01006500,Knowsley,1051,2.38,0.288,105.0,2.0,135828.0,Merseyside
11.0,10.0,E01006501,Knowsley,1380,3.84,0.134,76.0,4.0,162636.0,Merseyside
34.0,28.0,E01006502,Knowsley,1647,3.1,0.11,129.0,9.0,152212.0,Merseyside
10.0,9.0,E01006503,Knowsley,1232,3.57,0.064,92.0,5.0,255510.0,Merseyside
6.0,6.0,E01006504,Knowsley,1186,4.97,0.347,141.0,7.0,156845.0,Merseyside
52.0,43.0,E01006505,Knowsley,1675,4.42,0.308,224.0,12.0,146253.0,Merseyside
20.0,15.0,E01006506,Knowsley,1313,5.94,0.215,177.0,10.0,104568.0,Merseyside
82.0,78.0,E01006507,Knowsley,1536,3.84,0.394,246.0,35.0,114321.0,Merseyside
166.0,138.0,E01006508,Knowsley,1378,3.56,0.207,135.0,20.0,130820.0,Merseyside
152.0,139.0,E01006509,Knowsley,1774,3.72,0.381,228.0,20.0,119913.0,Merseyside
90.0,71.0,E01006510,Knowsley,1336,3.07,0.17,203.0,9.0,140586.0,Merseyside
137.0,109.0,E01033228,Knowsley,2700,9.3,0.488,464.0,20.0,164203.0,Merseyside
29.0,18.0,E01034832,Knowsley,1011,9.4,,2.0,1.0,,Merseyside
114.0,85.0,E01034833,Knowsley,2183,6.5,,1.0,,,Merseyside
207.0,144.0,E01034834,Knowsley,1212,5.2,,2.0,1.0,,Merseyside
104.0,71.0,E01034835,Knowsley,1125,11.2,,7.0,,,Merseyside
58.0,44.0,E01006512,Liverpool,2266,30.45,0.066,248.0,20.0,120567.0,Merseyside
216.0,183.0,E01006514,Liverpool,2550,23.1,0.264,637.0,48.0,551512.0,Merseyside
63.0,52.0,E01006518,Liverpool,1834,32.12,0.396,209.0,23.0,113581.0,Merseyside
17.0,15.0,E01006519,Liverpool,1315,5.86,0.041,67.0,5.0,393411.0,Merseyside
42.0,28.0,E01006520,Liverpool,1569,12.49,0.223,441.0,9.0,166314.0,Merseyside
56.0,43.0,E01006521,Liverpool,1567,16.15,0.154,201.0,13.0,298857.0,Merseyside
21.0,18.0,E01006522,Liverpool,1716,13.75,0.221,439.0,14.0,185809.0,Merseyside
3.0,2.0,E01006523,Liverpool,1466,13.44,0.236,169.0,4.0,227809.0,Merseyside
5.0,2.0,E01006524,Liverpool,1300,15.69,0.044,89.0,1.0,296795.0,Merseyside
2.0,1.0,E01006525,Liverpool,1188,9.51,0.052,55.0,2.0,356482.0,Merseyside
2.0,1.0,E01006526,Liverpool,1389,7.27,0.111,111.0,3.0,249225.0,Merseyside
1.0,1.0,E01006527,Liverpool,1380,9.42,0.136,52.0,,318519.0,Merseyside
18.0,15.0,E01006528,Liverpool,1352,17.09,0.145,132.0,5.0,277574.0,Merseyside
10.0,7.0,E01006529,Liverpool,1339,11.87,0.094,63.0,1.0,277618.0,Merseyside
6.0,6.0,E01006530,Liverpool,1419,4.93,0.059,46.0,2.0,257611.0,Merseyside
,,E01006531,Liverpool,1431,1.89,0.091,27.0,,307471.0,Merseyside
5.0,4.0,E01006532,Liverpool,1555,11.9,0.048,62.0,2.0,581933.0,Merseyside
22.0,16.0,E01006533,Liverpool,1350,10.74,0.138,206.0,7.0,301025.0,Merseyside
,,E01006534,Liverpool,1886,21.16,0.179,94.0,2.0,421338.0,Merseyside
10.0,3.0,E01006535,Liverpool,1661,8.31,0.175,164.0,6.0,519240.0,Merseyside
15.0,12.0,E01006536,Liverpool,1816,10.9,0.227,246.0,7.0,187435.0,Merseyside
21.0,8.0,E01006537,Liverpool,2526,10.73,0.129,333.0,5.0,182508.0,Merseyside
46.0,28.0,E01006655,Liverpool,1834,14.67,0.227,240.0,12.0,137727.0,Merseyside
7.0,6.0,E01006656,Liverpool,1398,4.08,0.186,109.0,6.0,130694.0,Merseyside
16.0,6.0,E01006657,Liverpool,1122,4.72,0.236,172.0,7.0,118254.0,Merseyside
51.0,44.0,E01006658,Liverpool,1394,5.31,0.381,187.0,20.0,103957.0,Merseyside
76.0,51.0,E01006659,Liverpool,1825,9.92,0.355,631.0,20.0,122641.0,Merseyside
92.0,62.0,E01006660,Liverpool,1389,12.96,0.315,465.0,17.0,140508.0,Merseyside
66.0,58.0,E01006661,Liverpool,1643,5.36,0.371,183.0,21.0,119348.0,Merseyside
98.0,60.0,E01006662,Liverpool,1905,11.13,0.39,403.0,33.0,111097.0,Merseyside
68.0,56.0,E01006663,Liverpool,1102,6.44,0.272,178.0,16.0,124413.0,Merseyside
42.0,38.0,E01006664,Liverpool,1952,13.42,0.364,232.0,18.0,121353.0,Merseyside
5.0,3.0,E01006665,Liverpool,1476,4.95,0.09,99.0,3.0,168892.0,Merseyside
4.0,0.0,E01006666,Liverpool,1367,11.92,0.071,22.0,,229589.0,Merseyside
15.0,12.0,E01006667,Liverpool,1435,8.5,0.214,159.0,12.0,156933.0,Merseyside
11.0,6.0,E01006668,Liverpool,1504,7.11,0.065,69.0,10.0,180989.0,Merseyside
11.0,3.0,E01006669,Liverpool,1456,13.46,0.137,47.0,2.0,222950.0,Merseyside
11.0,8.0,E01006670,Liverpool,1466,8.66,0.108,140.0,3.0,175841.0,Merseyside
38.0,28.0,E01006671,Liverpool,1284,10.67,0.226,61.0,4.0,235716.0,Merseyside
49.0,45.0,E01006672,Liverpool,1894,10.03,0.36,247.0,19.0,117660.0,Merseyside
79.0,62.0,E01006673,Liverpool,2232,61.02,0.379,317.0,21.0,91508.0,Merseyside
38.0,30.0,E01006674,Liverpool,2425,75.67,0.511,344.0,27.0,164921.0,Merseyside
97.0,74.0,E01006675,Liverpool,1998,35.19,0.298,362.0,21.0,125103.0,Merseyside
89.0,73.0,E01006676,Liverpool,1978,61.43,0.466,302.0,33.0,101772.0,Merseyside
18.0,14.0,E01006677,Liverpool,1567,46.59,0.519,151.0,11.0,103642.0,Merseyside
135.0,105.0,E01006678,Liverpool,1927,28.02,0.373,473.0,40.0,221286.0,Merseyside
196.0,175.0,E01006679,Liverpool,2720,78.38,0.454,482.0,43.0,110511.0,Merseyside
,,E01006680,Liverpool,1491,7.04,0.059,81.0,,348753.0,Merseyside
13.0,8.0,E01006681,Liverpool,1534,13.95,0.168,164.0,5.0,301645.0,Merseyside
4.0,0.0,E01006682,Liverpool,1268,5.44,0.034,35.0,2.0,439116.0,Merseyside
3.0,2.0,E01006683,Liverpool,1526,7.14,0.057,24.0,,357231.0,Merseyside
10.0,8.0,E01006684,Liverpool,2180,8.21,0.049,138.0,3.0,260943.0,Merseyside
8.0,6.0,E01006685,Liverpool,1491,9.26,0.08,120.0,4.0,394567.0,Merseyside
,,E01006686,Liverpool,1350,6.07,0.059,24.0,,306982.0,Merseyside
23.0,10.0,E01006687,Liverpool,2459,16.92,0.116,224.0,10.0,343291.0,Merseyside
22.0,12.0,E01006688,Liverpool,1592,6.41,0.133,104.0,7.0,274996.0,Merseyside
3.0,2.0,E01006689,Liverpool,1582,8.6,0.08,88.0,1.0,303174.0,Merseyside
205.0,160.0,E01006690,Liverpool,1835,29.97,0.334,505.0,34.0,138991.0,Merseyside
65.0,59.0,E01006691,Liverpool,1784,33.91,0.374,204.0,33.0,130850.0,Merseyside
212.0,166.0,E01006692,Liverpool,2513,34.3,0.328,537.0,59.0,133974.0,Merseyside
106.0,95.0,E01006693,Liverpool,1523,23.05,0.369,202.0,20.0,112044.0,Merseyside
238.0,214.0,E01006694,Liverpool,1962,37.51,0.355,365.0,51.0,95931.0,Merseyside
336.0,304.0,E01006695,Liverpool,1802,33.68,0.417,580.0,59.0,143462.0,Merseyside
212.0,201.0,E01006696,Liverpool,1996,40.78,0.32,351.0,44.0,138646.0,Merseyside
306.0,245.0,E01006697,Liverpool,1926,38.79,0.333,609.0,52.0,110131.0,Merseyside
92.0,72.0,E01006698,Liverpool,1563,6.14,0.323,207.0,20.0,105438.0,Merseyside
59.0,49.0,E01006970,Sefton,2190,9.04,0.178,217.0,13.0,164446.0,Merseyside
60.0,52.0,E01006971,Sefton,1607,4.23,0.101,221.0,21.0,305609.0,Merseyside
19.0,13.0,E01006972,Sefton,1523,4.14,0.132,122.0,4.0,235370.0,Merseyside
12.0,9.0,E01006973,Sefton,1557,5.01,0.091,58.0,3.0,368279.0,Merseyside
7.0,3.0,E01006974,Sefton,1504,3.06,0.044,78.0,5.0,573169.0,Merseyside
18.0,16.0,E01006976,Sefton,1384,2.6,0.152,141.0,3.0,172311.0,Merseyside
78.0,67.0,E01006977,Sefton,2077,2.99,0.264,298.0,20.0,181930.0,Merseyside
11.0,9.0,E01006978,Sefton,1318,1.82,0.091,90.0,2.0,162036.0,Merseyside
70.0,63.0,E01006979,Sefton,1311,4.88,0.336,189.0,13.0,112898.0,Merseyside
69.0,53.0,E01006980,Sefton,1290,6.05,0.358,310.0,20.0,121643.0,Merseyside
62.0,59.0,E01006981,Sefton,1388,4.54,0.33,227.0,19.0,124961.0,Merseyside
44.0,37.0,E01006982,Sefton,1279,1.33,0.155,71.0,4.0,200448.0,Merseyside
7.0,6.0,E01006983,Sefton,1595,2.01,0.137,66.0,1.0,152060.0,Merseyside
6.0,5.0,E01006984,Sefton,1280,4.06,0.36,141.0,1.0,136250.0,Merseyside
6.0,5.0,E01006985,Sefton,1371,2.55,0.029,52.0,2.0,634033.0,Merseyside
3.0,3.0,E01006986,Sefton,1344,2.68,0.043,81.0,4.0,749429.0,Merseyside
8.0,5.0,E01006987,Sefton,1202,3.91,0.055,38.0,1.0,336665.0,Merseyside
18.0,16.0,E01006988,Sefton,1506,4.05,0.128,69.0,4.0,303150.0,Merseyside
3.0,3.0,E01006989,Sefton,1247,2.17,0.045,18.0,,409940.0,Merseyside
8.0,4.0,E01006990,Sefton,1168,1.63,0.022,22.0,1.0,405308.0,Merseyside
3.0,2.0,E01006991,Sefton,1446,2.07,0.036,66.0,3.0,407847.0,Merseyside
10.0,9.0,E01006992,Sefton,1277,2.51,0.076,84.0,2.0,389497.0,Merseyside
30.0,21.0,E01006993,Sefton,1417,3.18,0.028,81.0,5.0,393037.0,Merseyside
69.0,59.0,E01006994,Sefton,1763,9.42,0.182,190.0,14.0,172956.0,Merseyside
8.0,6.0,E01006995,Sefton,1338,6.88,0.086,87.0,2.0,323052.0,Merseyside
38.0,34.0,E01006996,Sefton,1849,9.57,0.151,243.0,17.0,229933.0,Merseyside
22.0,20.0,E01006997,Sefton,1496,5.61,0.131,129.0,9.0,163315.0,Merseyside
24.0,23.0,E01006998,Sefton,1576,7.23,0.162,104.0,15.0,169268.0,Merseyside
33.0,23.0,E01006999,Sefton,1586,8.2,0.134,259.0,7.0,185641.0,Merseyside
10.0,6.0,E01007000,Sefton,1521,9.4,0.193,106.0,3.0,198769.0,Merseyside
23.0,21.0,E01007001,Sefton,1681,4.46,0.141,198.0,12.0,154888.0,Merseyside
11.0,4.0,E01007002,Sefton,2049,7.47,0.056,164.0,3.0,230655.0,Merseyside
118.0,107.0,E01007003,Sefton,1214,6.75,0.435,376.0,23.0,70760.0,Merseyside
47.0,40.0,E01007004,Sefton,1411,3.76,0.354,164.0,15.0,91451.0,Merseyside
172.0,159.0,E01007005,Sefton,1432,10.82,0.445,267.0,36.0,97961.0,Merseyside
107.0,97.0,E01007006,Sefton,1406,5.97,0.414,289.0,27.0,82793.0,Merseyside
180.0,132.0,E01007007,Sefton,1281,4.45,0.51,503.0,31.0,106369.0,Merseyside
48.0,42.0,E01007008,Sefton,1322,10.67,0.413,346.0,26.0,83368.0,Merseyside
326.0,270.0,E01007009,Sefton,1790,10.89,0.406,949.0,72.0,105414.0,Merseyside
122.0,101.0,E01007010,Sefton,1576,7.11,0.393,293.0,33.0,113781.0,Merseyside
238.0,218.0,E01007011,Sefton,1479,8.18,0.415,336.0,34.0,121368.0,Merseyside
87.0,74.0,E01007012,Sefton,1356,4.57,0.291,255.0,22.0,109379.0,Merseyside
79.0,66.0,E01007013,Sefton,1452,7.64,0.375,323.0,16.0,86913.0,Merseyside
48.0,47.0,E01007014,Sefton,1508,1.39,0.105,53.0,9.0,193667.0,Merseyside
131.0,117.0,E01007016,Sefton,1790,3.35,0.314,346.0,27.0,105713.0,Merseyside
47.0,42.0,E01007017,Sefton,1557,5.39,0.333,179.0,13.0,102634.0,Merseyside
40.0,35.0,E01007019,Sefton,1450,7.52,0.454,262.0,18.0,109458.0,Merseyside
9.0,5.0,E01007020,Sefton,1350,2.22,0.213,90.0,3.0,174884.0,Merseyside
8.0,2.0,E01007021,Sefton,1257,2.78,0.039,68.0,2.0,281408.0,Merseyside
14.0,13.0,E01007022,Sefton,1347,1.48,0.219,96.0,8.0,272959.0,Merseyside
64.0,48.0,E01006873,St. Helens,1519,3.69,0.435,538.0,20.0,91512.0,Merseyside
78.0,53.0,E01006874,St. Helens,1372,6.92,0.513,579.0,33.0,83024.0,Merseyside
50.0,29.0,E01006875,St. Helens,1342,5.14,0.311,416.0,19.0,116637.0,Merseyside
33.0,27.0,E01006876,St. Helens,1377,3.41,0.189,141.0,7.0,121279.0,Merseyside
367.0,262.0,E01006877,St. Helens,1566,5.43,0.329,976.0,59.0,123212.0,Merseyside
8.0,5.0,E01006878,St. Helens,1285,2.57,0.157,99.0,2.0,124846.0,Merseyside
1.0,1.0,E01006879,St. Helens,1454,3.58,0.241,113.0,4.0,159756.0,Merseyside
82.0,66.0,E01006880,St. Helens,1354,4.51,0.413,350.0,21.0,95021.0,Merseyside
118.0,97.0,E01006881,St. Helens,1425,4.63,0.379,411.0,34.0,131284.0,Merseyside
,,E01006882,St. Helens,1185,2.62,0.036,46.0,3.0,376873.0,Merseyside
3.0,1.0,E01006883,St. Helens,1380,2.97,0.07,65.0,3.0,303964.0,Merseyside
3.0,2.0,E01006884,St. Helens,1387,1.73,0.097,75.0,1.0,272577.0,Merseyside
7.0,6.0,E01006885,St. Helens,1307,1.61,0.052,66.0,4.0,310829.0,Merseyside
1.0,1.0,E01006886,St. Helens,1244,1.05,0.055,88.0,,218862.0,Merseyside
6.0,4.0,E01006887,St. Helens,1344,3.05,0.121,70.0,5.0,203118.0,Merseyside
,,E01006888,St. Helens,1196,5.69,0.059,55.0,1.0,257020.0,Merseyside
12.0,9.0,E01006889,St. Helens,1379,6.02,0.04,91.0,5.0,200375.0,Merseyside
,,E01006890,St. Helens,1391,2.44,0.141,48.0,1.0,151598.0,Merseyside
7.0,7.0,E01006891,St. Helens,1607,3.55,0.087,198.0,2.0,234893.0,Merseyside
,,E01006892,St. Helens,1358,2.5,0.122,67.0,,171662.0,Merseyside
25.0,16.0,E01006893,St. Helens,1324,4.83,0.143,166.0,4.0,172190.0,Merseyside
,,E01006894,St. Helens,1368,2.63,0.1,88.0,4.0,211439.0,Merseyside
2.0,2.0,E01006895,St. Helens,1400,7.0,0.053,64.0,1.0,358784.0,Merseyside
46.0,31.0,E01006896,St. Helens,1442,1.53,0.096,137.0,9.0,155445.0,Merseyside
19.0,9.0,E01006897,St. Helens,1461,1.92,0.115,84.0,2.0,160615.0,Merseyside
21.0,13.0,E01006898,St. Helens,1738,3.8,0.188,268.0,5.0,197568.0,Merseyside
44.0,24.0,E01006899,St. Helens,2163,3.88,0.212,319.0,7.0,140081.0,Merseyside
11.0,7.0,E01006901,St. Helens,1473,1.9,0.069,86.0,4.0,159308.0,Merseyside
23.0,13.0,E01006903,St. Helens,1440,2.22,0.316,319.0,10.0,108081.0,Merseyside
13.0,6.0,E01006904,St. Helens,1640,2.68,0.174,89.0,4.0,174937.0,Merseyside
5.0,4.0,E01006905,St. Helens,1318,2.73,0.326,244.0,6.0,137025.0,Merseyside
7.0,2.0,E01006906,St. Helens,1522,2.69,0.15,83.0,2.0,114041.0,Merseyside
13.0,10.0,E01006907,St. Helens,1572,3.05,0.205,146.0,6.0,116265.0,Merseyside
4.0,4.0,E01006908,St. Helens,1320,3.79,0.385,181.0,9.0,125035.0,Merseyside
24.0,17.0,E01006909,St. Helens,1319,1.06,0.498,287.0,5.0,94615.0,Merseyside
13.0,11.0,E01006910,St. Helens,1876,3.84,0.258,250.0,12.0,139710.0,Merseyside
19.0,8.0,E01006911,St. Helens,1446,1.04,0.062,105.0,4.0,164662.0,Merseyside
128.0,79.0,E01006912,St. Helens,1698,5.71,0.27,834.0,27.0,167777.0,Merseyside
12.0,8.0,E01006913,St. Helens,1445,4.36,0.314,275.0,8.0,252136.0,Merseyside
38.0,29.0,E01006914,St. Helens,1288,2.1,0.025,122.0,5.0,271926.0,Merseyside
39.0,19.0,E01006915,St. Helens,1477,2.17,0.202,131.0,6.0,153251.0,Merseyside
19.0,9.0,E01006916,St. Helens,1518,3.49,0.129,134.0,10.0,183110.0,Merseyside
16.0,12.0,E01006917,St. Helens,1724,1.62,0.035,53.0,3.0,269117.0,Merseyside
14.0,8.0,E01006918,St. Helens,1279,3.36,0.089,89.0,6.0,183345.0,Merseyside
19.0,15.0,E01006919,St. Helens,1796,3.79,0.332,376.0,8.0,136520.0,Merseyside
17.0,7.0,E01032904,St. Helens,1853,9.93,0.05,58.0,5.0,209557.0,Merseyside
18.0,7.0,E01032905,St. Helens,2826,5.56,0.108,204.0,3.0,213540.0,Merseyside
28.0,13.0,E01033793,St. Helens,1288,6.21,,6.0,1.0,,Merseyside
15.0,11.0,E01033794,St. Helens,1716,2.27,,1.0,,,Merseyside
1.0,1.0,E01033795,St. Helens,1489,1.95,,,,,Merseyside
23.0,17.0,E01007023,Sefton,1377,4.14,0.053,40.0,3.0,342237.0,Merseyside
24.0,20.0,E01033796,St. Helens,1663,4.87,,4.0,2.0,,Merseyside
3.0,3.0,E01007222,Wirral,1527,2.69,0.095,79.0,2.0,202880.0,Merseyside
1.0,1.0,E01007118,Wirral,1484,4.92,0.188,88.0,,191721.0,Merseyside
